UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,VIDEODISC,2019,12,8,"Percy Jackson. Sea of monsters / 20th Century Fox ; Fox 2000 Pictures ; in association with TSG Entertainment ; a Sunswept Entertainment/1492 Pictures production ; produced by Karen Rosenfelt, Mark Morgan ; directed by Thor Freudenthal ; screenplay by Marc Guggenheim.",,"Jackson Percy Fictitious character Drama, Gods Greek Drama, Mythology Greek Drama, Monsters Drama, Argonauts Greek mythology Drama, Bermuda Triangle Drama, Feature films, Action and adventure films, Fantasy films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","20th Century Fox Home Entertainment,",[2013]
Digital,OverDrive,EBOOK,2019,12,13,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1",Rick Riordan,"Fantasy, Juvenile Fiction, Mythology",Disney Digital Books,2011
Digital,OverDrive,EBOOK,2019,12,5,"The Sea of Monsters: The Graphic Novel: Percy Jackson and the Olympians Graphic Novel Series, Book 2",Rick Riordan,"Juvenile Fiction, Juvenile Literature, Mythology",Disney Digital Books,2016
Physical,Horizon,BOOK,2019,12,15,"Percy Jackson & the Olympians. Book two, The sea of monsters : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; lettering by Chris Dickey.","Riordan, Rick","Riordan Rick Sea of monsters Adaptations, Jackson Percy Fictitious character Comic books strips etc, Mythology Greek Comic books strips etc, Monsters Comic books strips etc, Fathers and sons Comic books strips etc, Poseidon Greek deity Comic books strips etc, Graphic novels","Disney-Hyperion Books,",[2013]
Digital,OverDrive,AUDIOBOOK,2019,12,16,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3 (unabridged) (Unabridged)",Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2007
Digital,OverDrive,AUDIOBOOK,2019,12,17,"The Sea of Monsters: Percy Jackson and the Olympians Series, Book 2 (unabridged) (Unabridged)",Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2007
Digital,OverDrive,EBOOK,2019,12,6,"The Titan's Curse: The Graphic Novel: Percy Jackson and the Olympians Graphic Novel Series, Book 3",Rick Riordan,"Comic and Graphic Books, Juvenile Fiction, Juvenile Literature, Mythology",Disney Digital Books,2016
Digital,OverDrive,EBOOK,2019,12,9,"The Titan's Curse: Percy Jackson and the Olympians Series, Book 3",Rick Riordan,"Juvenile Fiction, Juvenile Literature, Mythology",Disney Digital Books,2011
Digital,OverDrive,AUDIOBOOK,2019,12,12,"The Battle of the Labyrinth: Percy Jackson and the Olympians Series, Book 4 (unabridged) (Unabridged)",Rick Riordan,"Fantasy, Mythology, Young Adult Fiction",Books on Tape,2008
Digital,OverDrive,EBOOK,2019,12,5,"The Crown of Ptolemy: Percy Jackson & The Kane Chronicles Crossover Series, Book 3",Rick Riordan,"Fantasy, Juvenile Fiction, Mythology, Short Stories",Disney Digital Books,2016
Digital,OverDrive,EBOOK,2019,12,2,"The Staff of Serapis: Percy Jackson & The Kane Chronicles Crossover Series, Book 2",Rick Riordan,"Fantasy, Mythology, Short Stories, Young Adult Fiction",Disney Digital Books,2015
Digital,OverDrive,AUDIOBOOK,2019,12,10,Percy Jackson's Greek Heroes (Unabridged),Rick Riordan,"Fantasy, Juvenile Fiction, Mythology",Books on Tape,2015
Physical,Horizon,VIDEODISC,2019,12,12,"Percy Jackson & the Olympians : the lightning thief / 20th Century Fox ; Dune Entertainment ; Fox 2000 Pictures ; a 1492 Pictures/Sunswept Entertainment production ; produced by Karen Rosenfelt, Chris Columbus, Michael Barnathan, Mark Radcliff ; screenplay by Craig Titley ; directed by Chris Columbus.",,"Jackson Percy Fictitious character Drama, Zeus Greek deity Drama, Teenagers Conduct of life Drama, Gods Greek Drama, Malicious accusation Drama, Fantasy films, Action and adventure films, Fiction films, Feature films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","20th Century Fox Home Entertainment,",[2010]
Digital,OverDrive,AUDIOBOOK,2019,12,5,"The Demigod Files: Percy Jackson and the Olympians Series, Book 4.5 (unabridged) (Unabridged)",Rick Riordan,"Fantasy, Mythology, Short Stories, Young Adult Fiction",Books on Tape,2009
Digital,OverDrive,EBOOK,2019,12,6,"The Lightning Thief: The Graphic Novel: Percy Jackson and the Olympians Graphic Novel Series, Book 1",Rick Riordan,"Comic and Graphic Books, Juvenile Fiction",Disney Digital Books,2016
Digital,OverDrive,AUDIOBOOK,2019,12,21,"The Last Olympian: Percy Jackson and the Olympians Series, Book 5 (unabridged) (Unabridged)",Rick Riordan,"Fantasy, Juvenile Fiction, Mythology",Books on Tape,2009
Digital,OverDrive,EBOOK,2019,12,6,"The Son of Sobek: Percy Jackson & The Kane Chronicles Crossover Series, Book 1",Rick Riordan,"Fantasy, Juvenile Fiction, Mythology, Short Stories",Disney Digital Books,2015
Digital,OverDrive,EBOOK,2019,12,3,"The Demigod Files: Percy Jackson and the Olympians Series, Book 4.5",Rick Riordan,"Fantasy, Juvenile Fiction, Mythology, Short Stories",Disney Digital Books,2011
Physical,Horizon,BOOK,2019,12,4,Percy Jackson's Greek heroes / Rick Riordan ; illustrated by Jon Rocco.,"Riordan, Rick","Mythology Greek Juvenile fiction, Gods Greek Juvenile fiction","Disney-Hyperion,",2015.
Digital,OverDrive,EBOOK,2019,12,7,"The Lightning Thief: Percy Jackson and the Olympians Series, Book 1",Rick Riordan,"Fantasy, Juvenile Fiction, Juvenile Literature, Mythology",Disney Digital Books,2019
Physical,Horizon,BOOK,2019,12,14,"Percy Jackson & the Olympians. Book three, The Titan's curse : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Attila Futaki ; color by Gregory Guilhaumond ; lettering by Chris Dickey.","Riordan, Rick","Mythology Greek Comic books strips etc, Artemis Greek deity Comic books strips etc, Animals Mythical Comic books strips etc, Monsters Comic books strips etc, Titans Mythology Comic books strips etc, Mythology Greek Juvenile fiction, Artemis Greek deity Juvenile fiction, Animals Mythical Juvenile fiction, Monsters Juvenile fiction, Titans Mythology Juvenile fiction, Cartoons and comics, Graphic novels","Disney/Hyperion Books,",2013.
Digital,OverDrive,EBOOK,2019,12,8,Percy Jackson's Greek Gods,Rick Riordan,"Juvenile Fiction, Mythology",Disney Digital Books,2016
